time,food,quantity,calories,protein,fibre,carbs,fat,date,weekday,source_sheet
,2x Slice White Bread,,200,5.0,,,,2025-01-09,Thursday,6Jan24
,Snack,,250,3.0,,,,2025-01-09,Thursday,6Jan24
,Mullermilch,,336,26.0,,,,2025-01-09,Thursday,6Jan24
12:30:00,Bread Roll,,250,,,,,2025-01-09,Thursday,6Jan24
14:47:00,Bread Roll,,251,,,,,2025-01-09,Thursday,6Jan24
17:00:00,315g chicken,,650,90.0,,,,2025-01-09,Thursday,6Jan24
,215g white rice,,320,5.0,,,,2025-01-09,Thursday,6Jan24
,Sauce,,200,,,,,2025-01-09,Thursday,6Jan24
14:30:00,Avonmore Protein Gold,,285,33.0,,,,2025-01-10,Friday,6Jan24
,Wrap,,1200,40.0,,,,2025-01-10,Friday,6Jan24
,Clear Whey,,88,20.0,,,,2025-01-10,Friday,6Jan24
12:30:00,Toast,,550,,,,,2025-01-11,Saturday,6Jan24
,Milk,,200,,,,,2025-01-11,Saturday,6Jan24
14:00:00,Penne 245g,,328,12.9,,,,2025-01-23,Thursday,20Jan24
,4x egg fried,,360,24.0,,,,2025-01-23,Thursday,20Jan24
,500ml Light Milk,,235,17.5,,,,2025-01-23,Thursday,20Jan24
18:00:00,Banana,,150,,,,,2025-01-23,Thursday,20Jan24
,2x bread,,256,9.399999999999999,,,,2025-01-23,Thursday,20Jan24
,150g mince,,314,49.5,,,,2025-01-23,Thursday,20Jan24
,Pt Guinness 1x,,250,,,,,2025-01-23,Thursday,20Jan24
,Oats 60g,,213,7.3500000000000005,,,,2025-01-24,Friday,20Jan24
,Milk Low Fat 300ml,,139.5,10.5,,,,2025-01-24,Friday,20Jan24
,Oats 60g,,213,7.3500000000000005,,,,2025-01-25,Saturday,20Jan24
,Milk Low Fat 300ml,,139.5,10.5,,,,2025-01-25,Saturday,20Jan24
,Oats 60g,,213,7.3500000000000005,,,,2025-01-26,Sunday,20Jan24
,Milk Low Fat 300ml,,139.5,10.5,,,,2025-01-26,Sunday,20Jan24
08:15:00,Oats 60g,,213,7.3500000000000005,,,,2025-01-27,Monday,27Jan25
,Milk 300ml,,189,10.5,,,,2025-01-27,Monday,27Jan25
,Protein Powder 30g,,113,24.0,,,,2025-01-27,Monday,27Jan25
11:05:00,Grenade Bar,,233,20.0,,,,2025-01-27,Monday,27Jan25
,Banana,,100,,,,,2025-01-27,Monday,27Jan25
,Clear Whey,,88,20.0,,,,2025-01-27,Monday,27Jan25
,Apple,,100,,,,,2025-01-27,Monday,27Jan25
13:20:00,Soup,,300,,,,,2025-01-27,Monday,27Jan25
,Bread Roll,,500,6.0,,,,2025-01-27,Monday,27Jan25
,Snack,,300,,,,,2025-01-27,Monday,27Jan25
17:15:00,Bread 2x,,200,4.0,,,,2025-01-27,Monday,27Jan25
,150g chicken,,250,38.0,,,,2025-01-27,Monday,27Jan25
,200g Rice,,260,5.0,,,,2025-01-27,Monday,27Jan25
,Sauce,,200,,,,,2025-01-27,Monday,27Jan25
08:25:00,Oats 80g,,296.8,8.8,,,,2025-01-28,Tuesday,27Jan25
,Milk 300ml,,189,10.5,,,,2025-01-28,Tuesday,27Jan25
,Protein Powder 30g,,113,24.0,,,,2025-01-28,Tuesday,27Jan25
,2x Slice Bread,,250,3.0,,,,2025-01-28,Tuesday,27Jan25
10:00:00,Banana,,100,,,,,2025-01-28,Tuesday,27Jan25
,Apple,,100,,,,,2025-01-28,Tuesday,27Jan25
13:30:00,Coffee,,50,,,,,2025-01-28,Tuesday,27Jan25
,16oz Soup,,300,,,,,2025-01-28,Tuesday,27Jan25
,Sausage Roll,,700,,,,,2025-01-28,Tuesday,27Jan25
17:00:00,200g chicken,,400,60.0,,,,2025-01-28,Tuesday,27Jan25
09:15:00,Oats 80g,,296.8,8.8,,,,2025-01-29,Wednesday,27Jan25
,Milk 300ml,,189,10.5,,,,2025-01-29,Wednesday,27Jan25
,Protein Powder 30g,,113,24.0,,,,2025-01-29,Wednesday,27Jan25
13:00:00,2x Bread,,300,3.0,,,,2025-01-29,Wednesday,27Jan25
,Soup,,150,,,,,2025-01-29,Wednesday,27Jan25
15:00:00,"Sausage Roll, Yoghurt",,900,5.0,,,,2025-01-29,Wednesday,27Jan25
17:00:00,300g Chicken,,650,90.0,,,,2025-01-29,Wednesday,27Jan25
,100g Rice,,130,,,,,2025-01-29,Wednesday,27Jan25
,Sauce,,200,,,,,2025-01-29,Wednesday,27Jan25
13:00:00,Chopped Wrap,,900,60.0,,,,2025-01-30,Thursday,27Jan25
,Shake,,175,20.0,,,,2025-01-30,Thursday,27Jan25
18:00:00,Shake,,158,25.0,,,,2025-01-30,Thursday,27Jan25
,Bar,,205,20.0,,,,2025-01-30,Thursday,27Jan25
,250ml Milk,,122.5,8.5,,,,2025-01-30,Thursday,27Jan25
,Porridge,,171,5.3,,,,2025-01-30,Thursday,27Jan25
21:00:00,3x Fried Egg,,300,20.0,,,,2025-01-30,Thursday,27Jan25
,180g Rib eye,,455.40000000000003,34.2,,,,2025-01-30,Thursday,27Jan25
,Sweet Potato,,258,4.0,,,,2025-01-30,Thursday,27Jan25
09:30:00,Oats 80g,,296.8,8.8,,,,2025-01-31,Friday,27Jan25
,Milk 300ml,,189,10.5,,,,2025-01-31,Friday,27Jan25
,Protein Powder 30g,,113,24.0,,,,2025-01-31,Friday,27Jan25
12:00:00,clear whey,,88,20.0,,,,2025-01-31,Friday,27Jan25
13:00:00,Sambo,,950,20.0,,,,2025-01-31,Friday,27Jan25
,Coffee,,100,,,,,2025-01-31,Friday,27Jan25
17:00:00,300g Chicken,,650,90.0,,,,2025-01-31,Friday,27Jan25
,200g Rice,,260,,,,,2025-01-31,Friday,27Jan25
,Sauce,,200,,,,,2025-01-31,Friday,27Jan25
13:55:00,Oats 80g,,296.8,8.8,,,,2025-02-01,Saturday,27Jan25
,Milk 300ml,,189,10.5,,,,2025-02-01,Saturday,27Jan25
,Protein Powder 30g,,113,24.0,,,,2025-02-01,Saturday,27Jan25
,Clear Whey,,88,20.0,,,,2025-02-01,Saturday,27Jan25
17:45:00,300g Chicken,,650,90.0,,,,2025-02-01,Saturday,27Jan25
,128g Cuicken Breaded,,325,23.400000000000002,,,,2025-02-01,Saturday,27Jan25
19:00:00,Bar,,205,20.0,,,,2025-02-01,Saturday,27Jan25
,Crisps,,193,,,,,2025-02-01,Saturday,27Jan25
20:00:00,180g Rib eye,,455.40000000000003,34.2,,,,2025-02-01,Saturday,27Jan25
,Rice,,360,,,,,2025-02-01,Saturday,27Jan25
10:15:00,Clear Whey,,88,20.0,,,,2025-02-02,Sunday,27Jan25
12:00:00,Bar,,222,21.0,,,,2025-02-02,Sunday,27Jan25
13:01:00,Naan,,368,,,,,2025-02-02,Sunday,27Jan25
15:33:00,Fish Tacos,,1000,30.0,,,,2025-02-02,Sunday,27Jan25
,2x Grilled Chicken Sandwiches,,680,,,,,2025-02-02,Sunday,27Jan25
,chicken Breast,,300,,,,,2025-02-02,Sunday,27Jan25
,3x Smacs cookies,,350,,,,,2025-02-02,Sunday,27Jan25
12:30:00,100g Chicken,,217,30.0,,,,2025-02-03,Monday,03Feb25
,100g Rice,,130,3.0,,,,2025-02-03,Monday,03Feb25
13:30:00,Clear Whey,,88,20.0,,,,2025-02-03,Monday,03Feb25
14:50:00,Coffee,,100,,,,,2025-02-03,Monday,03Feb25
,Soup,,200,,,,,2025-02-03,Monday,03Feb25
17:20:00,300g Chicken,,650,90.0,,,,2025-02-03,Monday,03Feb25
,200g Rice,,260,5.0,,,,2025-02-03,Monday,03Feb25
,Sauce,,200,,,,,2025-02-03,Monday,03Feb25
06:50:00,Oats 80g,,296.8,8.8,,,,2025-02-04,Tuesday,03Feb25
,Milk 300ml,,189,10.5,,,,2025-02-04,Tuesday,03Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-04,Tuesday,03Feb25
11:00:00,Coffee,,200,,,,,2025-02-04,Tuesday,03Feb25
,2x Bread,,500,,,,,2025-02-04,Tuesday,03Feb25
,Clear Whey,,88,20.0,,,,2025-02-04,Tuesday,03Feb25
15:00:00,183g Chicken,,396.5,54.900000000000006,,,,2025-02-04,Tuesday,03Feb25
,200g Rice,,160,5.0,,,,2025-02-04,Tuesday,03Feb25
,Sauce,,200,,,,,2025-02-04,Tuesday,03Feb25
,Wrap,,300,3.0,,,,2025-02-04,Tuesday,03Feb25
,Goujon,,300,15.0,,,,2025-02-04,Tuesday,03Feb25
09:30:00,Oats 70g,,259.7,7.699999999999999,,,,2025-02-05,Wednesday,03Feb25
,Milk 200ml,,126,7.0,,,,2025-02-05,Wednesday,03Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-05,Wednesday,03Feb25
10:55:00,Clear Whey,,88,20.0,,,,2025-02-05,Wednesday,03Feb25
13:00:00,Bar,,220,20.0,,,,2025-02-05,Wednesday,03Feb25
,Coffee,,100,,,,,2025-02-05,Wednesday,03Feb25
,Apple,,100,,,,,2025-02-05,Wednesday,03Feb25
17:20:00,300g Chicken,,650,90.0,,,,2025-02-05,Wednesday,03Feb25
,200g Rice,,260,5.0,,,,2025-02-05,Wednesday,03Feb25
,Sauce,,200,,,,,2025-02-05,Wednesday,03Feb25
,Croissant ,,200,,,,,2025-02-05,Wednesday,03Feb25
,Croissant,,200,,,,,2025-02-05,Wednesday,03Feb25
,Excess,,200,,,,,2025-02-05,Wednesday,03Feb25
09:30:00,Oats 70g,,259.7,7.699999999999999,,,,2025-02-06,Thursday,03Feb25
,Milk 200ml,,126,7.0,,,,2025-02-06,Thursday,03Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-06,Thursday,03Feb25
14:00:00,Coffee,,100,,,,,2025-02-06,Thursday,03Feb25
,Apple,,100,,,,,2025-02-06,Thursday,03Feb25
17:00:00,300g Chicken,,650,90.0,,,,2025-02-06,Thursday,03Feb25
,200g Rice,,260,5.0,,,,2025-02-06,Thursday,03Feb25
,Sauce,,200,,,,,2025-02-06,Thursday,03Feb25
,Excess,,200,,,,,2025-02-06,Thursday,03Feb25
22:30:00,Fanta,,63,,,,,2025-02-06,Thursday,03Feb25
,2x Eggs,,140,13.0,,,,2025-02-06,Thursday,03Feb25
,2x Wrap,,366,8.4,,,,2025-02-06,Thursday,03Feb25
,Sauce,,50,,,,,2025-02-06,Thursday,03Feb25
,Clear Whey,,88,20.0,,,,2025-02-06,Thursday,03Feb25
11:00:00,Oats 70g,,259.7,7.699999999999999,,,,2025-02-07,Friday,03Feb25
,Milk 400ml,,252,14.0,,,,2025-02-07,Friday,03Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-07,Friday,03Feb25
,chicken,,300,15.0,,,,2025-02-07,Friday,03Feb25
16:00:00,3x Eggs,,210,19.5,,,,2025-02-07,Friday,03Feb25
,330g Sweet Potato Fries,,396,,,,,2025-02-07,Friday,03Feb25
19:00:00,375g Chicken,,812.5,112.5,,,,2025-02-07,Friday,03Feb25
,125g Rice,,174,3.6,,,,2025-02-07,Friday,03Feb25
,Sauce,,200,,,,,2025-02-07,Friday,03Feb25
,Kvarg,,83,15.0,,,,2025-02-07,Friday,03Feb25
09:30:00,Oats 70g,,259.7,7.699999999999999,,,,2025-02-08,Saturday,03Feb25
,Milk 200ml,,126,7.0,,,,2025-02-08,Saturday,03Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-08,Saturday,03Feb25
,Kvarg,,83,15.0,,,,2025-02-08,Saturday,03Feb25
13:10:00,Coffee,,100,,,,,2025-02-08,Saturday,03Feb25
,Canele,,250,,,,,2025-02-08,Saturday,03Feb25
,Morning Bun,,450,,,,,2025-02-08,Saturday,03Feb25
13:40:00,Sushi,,350,15.0,,,,2025-02-08,Saturday,03Feb25
22:10:00,330g Sweet Potato Fries,,435,5.0,,,,2025-02-08,Saturday,03Feb25
,Steak,,365,36.96,,,,2025-02-08,Saturday,03Feb25
,Excess,,300,,,,,2025-02-08,Saturday,03Feb25
11:30:00,Protein Powder 30g,,113,24.0,,,,2025-02-09,Sunday,03Feb25
,Omelette,,280,,,,,2025-02-09,Sunday,03Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-09,Sunday,03Feb25
,4x Slice Ham,,85,18.0,,,,2025-02-09,Sunday,03Feb25
,30g Mozza,,125,7.5,,,,2025-02-09,Sunday,03Feb25
18:00:00,2x Slice Bread,,200,,,,,2025-02-09,Sunday,03Feb25
,3x Wraps,,558,,,,,2025-02-09,Sunday,03Feb25
17:20:00,325g Chicken,,704.1666666666666,97.5,,,,2025-02-09,Sunday,03Feb25
,250g Rice,,418,9.8,,,,2025-02-09,Sunday,03Feb25
,Sauce,,200,,,,,2025-02-09,Sunday,03Feb25
09:40:00,Oats 80g,,259.7,8.8,,,,2025-02-10,Monday,10Feb25
,Milk 200ml,,126,10.5,,,,2025-02-10,Monday,10Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-10,Monday,10Feb25
12:55:00,Croissant,,250,,,,,2025-02-10,Monday,10Feb25
13:20:00,2x Bread,,400,5.0,,,,2025-02-10,Monday,10Feb25
,Soup,,300,,,,,2025-02-10,Monday,10Feb25
14:20:00,2x Apples,,100,,,,,2025-02-10,Monday,10Feb25
,Coffee,,100,,,,,2025-02-10,Monday,10Feb25
17:00:00,200g Chicken,,429,60.0,,,,2025-02-10,Monday,10Feb25
,200g Rice,,260,5.0,,,,2025-02-10,Monday,10Feb25
,Sauce,,200,,,,,2025-02-10,Monday,10Feb25
09:20:00,Oats 80g,,259.7,7.699999999999999,,,,2025-02-11,Tuesday,10Feb25
,Milk 300ml,,126,7.0,,,,2025-02-11,Tuesday,10Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-11,Tuesday,10Feb25
11:30:00,pastry,,250,,,,,2025-02-11,Tuesday,10Feb25
,tortilla chips,,200,,,,,2025-02-11,Tuesday,10Feb25
,4x Slice Bread,,450,,,,,2025-02-11,Tuesday,10Feb25
13:45:00,Coffee,,100,,,,,2025-02-11,Tuesday,10Feb25
,2x Apples,,100,,,,,2025-02-11,Tuesday,10Feb25
,Clear Whey,,176,40.0,,,,2025-02-11,Tuesday,10Feb25
17:00:00,Wrap,,470,20.0,,,,2025-02-11,Tuesday,10Feb25
,Excess,,200,,,,,2025-02-11,Tuesday,10Feb25
09:45:00,Oats 80g,,296.8,8.8,,,,2025-02-12,Wednesday,10Feb25
,Milk 300ml,,126,7.0,,,,2025-02-12,Wednesday,10Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-12,Wednesday,10Feb25
,Bread,,600,6.0,,,,2025-02-12,Wednesday,10Feb25
,apple,,100,,,,,2025-02-12,Wednesday,10Feb25
17:00:00,300g Chicken,,650,90.0,,,,2025-02-12,Wednesday,10Feb25
,200g Rice,,260,5.0,,,,2025-02-12,Wednesday,10Feb25
,Sauce,,200,,,,,2025-02-12,Wednesday,10Feb25
,Protein Bar,,200,,,,,2025-02-12,Wednesday,10Feb25
,Clear Whey,,88,20.0,,,,2025-02-12,Wednesday,10Feb25
,Excess ,,250,,,,,2025-02-12,Wednesday,10Feb25
11:30:00,Wrap,,250,4.0,,,,2025-02-13,Thursday,10Feb25
,chicken ,,400,30.0,,,,2025-02-13,Thursday,10Feb25
,cheese,,200,8.0,,,,2025-02-13,Thursday,10Feb25
,sauce,,200,,,,,2025-02-13,Thursday,10Feb25
13:45:00,Coffee,,100,,,,,2025-02-13,Thursday,10Feb25
,2x Small Apples,,100,,,,,2025-02-13,Thursday,10Feb25
,2x Slice Bread,,200,,,,,2025-02-13,Thursday,10Feb25
17:00:00,300g Chicken,,800,90.0,,,,2025-02-13,Thursday,10Feb25
,100g Rice,,260,5.0,,,,2025-02-13,Thursday,10Feb25
,Sauce,,200,,,,,2025-02-13,Thursday,10Feb25
12:15:00,Oats 80g,,259.7,7.699999999999999,,,,2025-02-14,Friday,10Feb25
,Milk 300ml,,96,7.0,,,,2025-02-14,Friday,10Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-14,Friday,10Feb25
11:15:00,Tesco Dennys Chicken Marinara,,476,24.0,,,,2025-02-14,Friday,10Feb25
,Clear Whey,,88,20.0,,,,2025-02-14,Friday,10Feb25
18:00:00,Valentines Dinner,,2600,50.0,,,,2025-02-14,Friday,10Feb25
,Chocolate,,350,,,,,2025-02-15,Saturday,10Feb25
,Chicken Burger,,1000,40.0,,,,2025-02-15,Saturday,10Feb25
,Half Croissant ,,100,,,,,2025-02-15,Saturday,10Feb25
17:00:00,300g Chicken,,650,70.0,,,,2025-02-15,Saturday,10Feb25
,200g Rice,,260,5.0,,,,2025-02-15,Saturday,10Feb25
13:10:00,Mango Sago and stuff,,950,,,,,2025-02-16,Sunday,10Feb25
13:30:00,Oats 80g,,296.8,8.8,,,,2025-02-16,Sunday,10Feb25
,Milk 300ml,,126,10.5,,,,2025-02-16,Sunday,10Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-16,Sunday,10Feb25
17:40:00,Grilled Chicken Sambo,,680,75.4,,,,2025-02-16,Sunday,10Feb25
20:25:00,200g Watermelon,,60,,,,,2025-02-16,Sunday,10Feb25
20:40:00,150g Chicken,,216.66666666666666,45.0,,,,2025-02-16,Sunday,10Feb25
,100g Rice,,130,5.0,,,,2025-02-16,Sunday,10Feb25
10:20:00,Oats 70g,,259.7,8.8,,,,2025-02-17,Monday,17Feb25
,Milk 200ml,,96,10.5,,,,2025-02-17,Monday,17Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-17,Monday,17Feb25
13:20:00,200g Watermelon,,60,,,,,2025-02-17,Monday,17Feb25
,200g Pineapple,,100,,,,,2025-02-17,Monday,17Feb25
,2x small apple,,100,,,,,2025-02-17,Monday,17Feb25
,coffee,,100,,,,,2025-02-17,Monday,17Feb25
15:50:00,half sambo,,450,6.0,,,,2025-02-17,Monday,17Feb25
17:00:00,300g Chicken,,650,90.0,,,,2025-02-17,Monday,17Feb25
,200g Rice,,260,5.0,,,,2025-02-17,Monday,17Feb25
,Sauce,,200,,,,,2025-02-17,Monday,17Feb25
21:40:00,Clear Whey,,88,20.0,,,,2025-02-17,Monday,17Feb25
,Excess,,250,,,,,2025-02-17,Monday,17Feb25
07:30:00,Oats 70g,,259.7,8.8,,,,2025-02-18,Tuesday,17Feb25
,Milk 200ml,,96,10.5,,,,2025-02-18,Tuesday,17Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-18,Tuesday,17Feb25
,100g Greek Yoghurt,,54,9.0,,,,2025-02-18,Tuesday,17Feb25
13:30:00,Watermelon 200g,,60,,,,,2025-02-18,Tuesday,17Feb25
,Pineapple 200g,,120,,,,,2025-02-18,Tuesday,17Feb25
,2x Small Apple,,100,,,,,2025-02-18,Tuesday,17Feb25
,Coffee,,100,,,,,2025-02-18,Tuesday,17Feb25
,2x Bread,,400,,,,,2025-02-18,Tuesday,17Feb25
17:00:00,220g Chicken,,541.6666666666666,66.0,,,,2025-02-18,Tuesday,17Feb25
,200g Rice,,260,5.0,,,,2025-02-18,Tuesday,17Feb25
,Sauce,,200,,,,,2025-02-18,Tuesday,17Feb25
,Clear Whey,,88,20.0,,,,2025-02-18,Tuesday,17Feb25
,Excess,,300,,,,,2025-02-18,Tuesday,17Feb25
08:00:00,Oats 70g,,259.7,8.8,,,,2025-02-19,Wednesday,17Feb25
,Milk 200ml,,96,10.5,,,,2025-02-19,Wednesday,17Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-19,Wednesday,17Feb25
,100g Greek Yoghurt,,54,9.0,,,,2025-02-19,Wednesday,17Feb25
,Scone and Macaroon,,400,,,,,2025-02-19,Wednesday,17Feb25
13:30:00,Coffee,,100,,,,,2025-02-19,Wednesday,17Feb25
,2x Small Apples,,100,,,,,2025-02-19,Wednesday,17Feb25
,150g Kiwi,,90,,,,,2025-02-19,Wednesday,17Feb25
,100g Pineapple,,50,,,,,2025-02-19,Wednesday,17Feb25
16:25:00,2x Macaroon,,100,,,,,2025-02-19,Wednesday,17Feb25
20:15:00,300g Chicken,,650,90.0,,,,2025-02-19,Wednesday,17Feb25
,200g Rice,,260,5.0,,,,2025-02-19,Wednesday,17Feb25
,Sauce,,200,,,,,2025-02-19,Wednesday,17Feb25
,Excess,,200,,,,,2025-02-19,Wednesday,17Feb25
09:20:00,Oats 90g,,333.90000000000003,9.9,,,,2025-02-20,Thursday,17Feb25
,Milk 200ml,,96,10.5,,,,2025-02-20,Thursday,17Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-20,Thursday,17Feb25
,100g Greek Yoghurt,,54,9.0,,,,2025-02-20,Thursday,17Feb25
12:30:00,Coffee,,100,,,,,2025-02-20,Thursday,17Feb25
,"Pan au Chocolat, 2x Roll",,650,,,,,2025-02-20,Thursday,17Feb25
,Clear Whey,,88,20.0,,,,2025-02-20,Thursday,17Feb25
14:00:00,2x Small Apple,,100,,,,,2025-02-20,Thursday,17Feb25
,Watermelon 200g,,60,,,,,2025-02-20,Thursday,17Feb25
,Pineapple 200g,,120,,,,,2025-02-20,Thursday,17Feb25
17:30:00,200g Chicken,,432.90000000000003,60.0,,,,2025-02-20,Thursday,17Feb25
,100g Rice,,130,5.0,,,,2025-02-20,Thursday,17Feb25
,3x Goujons,,390,21.0,,,,2025-02-20,Thursday,17Feb25
,Excess,,200,,,,,2025-02-20,Thursday,17Feb25
10:00:00,2.5 slice toast,,290,5.0,,,,2025-02-21,Friday,17Feb25
12:40:00,Grenade - White Oreo,,232,21.0,,,,2025-02-21,Friday,17Feb25
14:20:00,Oats 70g,,259.7,8.8,,,,2025-02-21,Friday,17Feb25
,Milk 200ml,,96,10.5,,,,2025-02-21,Friday,17Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-21,Friday,17Feb25
18:00:00,300g Chicken,,650,90.0,,,,2025-02-21,Friday,17Feb25
,200g Rice,,260,5.0,,,,2025-02-21,Friday,17Feb25
,Sauce,,200,,,,,2025-02-21,Friday,17Feb25
09:15:00,Oats 50g,,185.5,5.5,,,,2025-02-22,Saturday,17Feb25
,Milk 130ml,,62.400000000000006,6.825,,,,2025-02-22,Saturday,17Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-22,Saturday,17Feb25
,Clear Whey,,88,20.0,,,,2025-02-22,Saturday,17Feb25
12:35:00,Fulfil,,220,20.0,,,,2025-02-22,Saturday,17Feb25
,Deli,,400,10.0,,,,2025-02-22,Saturday,17Feb25
,Magpie,,1200,,,,,2025-02-22,Saturday,17Feb25
14:00:00,1x wrap,,200,5.0,,,,2025-02-23,Sunday,17Feb25
,100g chicken,,220,30.0,,,,2025-02-23,Sunday,17Feb25
,sauce,,200,,,,,2025-02-23,Sunday,17Feb25
,cheese,,200,8.0,,,,2025-02-23,Sunday,17Feb25
,veg,,100,,,,,2025-02-23,Sunday,17Feb25
19:00:00,2x bread,,200,4.0,,,,2025-02-23,Sunday,17Feb25
,half can cannelini beans,,100,8.0,,,,2025-02-23,Sunday,17Feb25
20:30:00,300g Chicken,,650,90.0,,,,2025-02-23,Sunday,17Feb25
,200g Rice,,260,5.0,,,,2025-02-23,Sunday,17Feb25
,Sauce,,200,,,,,2025-02-23,Sunday,17Feb25
08:00:00,Oats 80g,,296.8,8.8,,,,2025-02-24,Monday,24Feb25
,Milk 200ml,,96,10.5,,,,2025-02-24,Monday,24Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-24,Monday,24Feb25
,100g Greek Yoghurt,,54,9.0,,,,2025-02-24,Monday,24Feb25
12:00:00,Coffee & Protein Pot,,259,20.0,,,,2025-02-24,Monday,24Feb25
13:00:00,2x Small Apples,,100,,,,,2025-02-24,Monday,24Feb25
,166g Pineapple,,83,,,,,2025-02-24,Monday,24Feb25
,200g Watermelon,,60,,,,,2025-02-24,Monday,24Feb25
,1x Kiwi,,42,,,,,2025-02-24,Monday,24Feb25
17:00:00,200g Chicken,,438,60.0,,,,2025-02-24,Monday,24Feb25
,200g Rice,,260,5.0,,,,2025-02-24,Monday,24Feb25
,Sauce,,200,,,,,2025-02-24,Monday,24Feb25
10:35:00,"2x slice bread, 400ml Milk",,396,13.6,,,,2025-02-24,Monday,24Feb25
08:00:00,Oats 80g,,296.8,8.8,,,,2025-02-25,Tuesday,24Feb25
,Milk 200ml,,96,10.5,,,,2025-02-25,Tuesday,24Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-25,Tuesday,24Feb25
,100g Greek Yoghurt,,54,9.0,,,,2025-02-25,Tuesday,24Feb25
12:00:00,Coffee & Protein Pot,,259,20.0,,,,2025-02-25,Tuesday,24Feb25
14:00:00,"Croissant, 2x Breas",,600,,,,,2025-02-25,Tuesday,24Feb25
15:30:00,2x Small Apples,,100,,,,,2025-02-25,Tuesday,24Feb25
,166g Pineapple,,83,,,,,2025-02-25,Tuesday,24Feb25
,200g Watermelon,,60,,,,,2025-02-25,Tuesday,24Feb25
,1x Kiwi,,42,,,,,2025-02-25,Tuesday,24Feb25
,wrap,,540,,,,,2025-02-25,Tuesday,24Feb25
17:00:00,200g Chicken,,200,30.0,,,,2025-02-25,Tuesday,24Feb25
,goujon wrap,,700,35.0,,,,2025-02-25,Tuesday,24Feb25
,Whey,,88,20.0,,,,2025-02-25,Tuesday,24Feb25
08:00:00,Oats 80g,,296.8,8.8,,,,2025-02-26,Wednesday,24Feb25
,Milk 200ml,,96,10.5,,,,2025-02-26,Wednesday,24Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-26,Wednesday,24Feb25
12:00:00,Coffee & Protein Pot,,259,20.0,,,,2025-02-26,Wednesday,24Feb25
13:30:00,2x Small Apples,,100,,,,,2025-02-26,Wednesday,24Feb25
,166g Pineapple,,83,,,,,2025-02-26,Wednesday,24Feb25
,200g Watermelon,,60,,,,,2025-02-26,Wednesday,24Feb25
,1x Kiwi,,42,,,,,2025-02-26,Wednesday,24Feb25
,100g Greek Yoghurt,,54,9.0,,,,2025-02-26,Wednesday,24Feb25
17:00:00,300g Chicken,,650,90.0,,,,2025-02-26,Wednesday,24Feb25
,200g Rice,,260,5.0,,,,2025-02-26,Wednesday,24Feb25
,Sauce,,200,,,,,2025-02-26,Wednesday,24Feb25
08:00:00,Oats 80g,,296.8,8.8,,,,2025-02-27,Thursday,24Feb25
,Milk 200ml,,96,10.5,,,,2025-02-27,Thursday,24Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-27,Thursday,24Feb25
,100g Greek Yoghurt,,81,13.5,,,,2025-02-27,Thursday,24Feb25
12:00:00,Coffee & Protein Pot,,259,20.0,,,,2025-02-27,Thursday,24Feb25
13:30:00,2x Small Apples,,100,,,,,2025-02-27,Thursday,24Feb25
,1x Kiwi,,42,,,,,2025-02-27,Thursday,24Feb25
,200g Watermelon,,60,,,,,2025-02-27,Thursday,24Feb25
,2x wraps,,352,12.0,,,,2025-02-27,Thursday,24Feb25
17:00:00,200g Chicken,,432.90000000000003,60.0,,,,2025-02-27,Thursday,24Feb25
,200g Rice,,260,5.0,,,,2025-02-27,Thursday,24Feb25
,Sauce,,200,,,,,2025-02-27,Thursday,24Feb25
09:00:00,Oats 80g,,296.8,8.8,,,,2025-02-28,Friday,24Feb25
,Milk 200ml,,96,10.5,,,,2025-02-28,Friday,24Feb25
,Protein Powder 30g,,113,24.0,,,,2025-02-28,Friday,24Feb25
14:00:00,Chicken Wrap,,800,40.0,,,,2025-02-28,Friday,24Feb25
,Protein Milk,,270,33.0,,,,2025-02-28,Friday,24Feb25
,Fanta,,100,,,,,2025-02-28,Friday,24Feb25
,donut,,500,,,,,2025-03-01,Saturday,24Feb25
,burger,,800,40.0,,,,2025-03-01,Saturday,24Feb25
13:40:00,Protein Yohgurt,,120,13.5,,,,2025-03-02,Sunday,24Feb25
,3x Egg,,210,18.0,,,,2025-03-02,Sunday,24Feb25
